units_sold,discount_applied,revenue,clicks,impressions,conversion_rate,category,region,ad_ctr,ad_cpc,ad_spend,transaction_date_update,roi
58,0.01,1478.76,11,180,0.06,Books,Asia,0.1689,1.23,207.75,Apr-2024,611.797833935018
64,0.3,213.95,12,44,0.27,Clothing,Asia,0.0931,0.46,42.83,Sep-2024,399.533037590474
76,0.03,404.87,7,371,0.02,Electronics,Europe,0.0107,1.62,17.33,Jul-2024,2236.237738026544
76,0.1,40.61,17,408,0.04,Electronics,Europe,0.0678,1.34,90.85,Aug-2024,-55.299944964226746
58,0.26,902.27,39,11,3.55,Books,Asia,0.0117,0.86,10.06,May-2024,8868.886679920477
62,0.13,369.89,9,476,0.02,Clothing,Asia,0.0438,1.99,87.16,Aug-2024,324.38044974759066
65,0.14,1110.95,14,42,0.33,Toys,Asia,0.1286,1.37,176.18,Sep-2024,530.5766829379044
85,0.13,751.03,1,405,0.0,Toys,North America,0.0678,0.79,53.56,Nov-2024,1302.2218073188947
57,0.28,133.68,35,27,1.3,Books,Asia,0.1351,1.67,225.62,Jul-2024,-40.749933516532224
55,0.16,408.8,44,375,0.12,Books,Asia,0.0362,0.23,8.33,Mar-2024,4807.563025210085
74,0.01,996.32,35,450,0.08,Books,North America,0.0327,0.28,9.16,Oct-2024,10776.855895196508
66,0.15,565.79,35,89,0.39,Toys,Asia,0.024,1.9,45.6,Nov-2024,1140.767543859649
78,0.26,113.23,0,67,0.0,Clothing,North America,0.0502,0.27,13.55,Aug-2024,735.6457564575645
67,0.09,547.91,23,330,0.07,Clothing,Europe,0.1029,0.87,89.52,Jan-2024,512.0531724754245
73,0.28,478.08,3,431,0.01,Electronics,Europe,0.0371,0.7,25.97,Nov-2024,1740.8933384674626
60,0.29,204.69,19,408,0.05,Books,Europe,0.0984,1.6,157.44,Jan-2024,30.01143292682927
80,0.02,887.63,17,167,0.1,Clothing,North America,0.1679,1.98,332.44,Dec-2023,167.0045722536398
88,0.24,920.14,25,285,0.09,Electronics,North America,0.1732,0.39,67.55,Mar-2024,1262.161361954108
87,0.21,304.45,14,447,0.03,Electronics,North America,0.1677,0.13,21.8,Jul-2024,1296.5596330275228
86,0.27,178.73,49,58,0.84,Toys,North America,0.1329,1.55,205.99,Oct-2024,-13.233652119034915
66,0.19,214.97,47,367,0.13,Home Appliances,Europe,0.1424,1.65,234.96,Mar-2024,-8.507831120190675
57,0.08,38.3,42,310,0.14,Home Appliances,Asia,0.0351,1.82,63.88,Jul-2024,-40.04383218534753
82,0.04,1106.07,0,299,0.0,Clothing,North America,0.1558,0.98,152.68,Jul-2024,624.4367304165575
86,0.04,1216.78,8,344,0.02,Toys,North America,0.0925,0.95,87.88,Jun-2024,1284.5926263086028
83,0.25,645.9,39,449,0.09,Toys,North America,0.0454,1.81,82.17,Jan-2024,686.0533041255933
67,0.17,776.07,17,487,0.03,Clothing,Europe,0.1324,0.95,125.78,Feb-2024,517.0058832882812
63,0.29,228.31,47,247,0.19,Toys,Asia,0.1186,1.76,208.74,Feb-2024,9.37529941554086
80,0.28,166.84,20,30,0.67,Clothing,North America,0.0423,1.88,79.52,Sep-2024,109.80885311871229
67,0.28,571.56,33,258,0.13,Electronics,Asia,0.1332,1.59,211.79,Oct-2024,169.87109872987395
85,0.23,438.76,0,99,0.0,Toys,North America,0.1641,0.32,52.51,Dec-2023,735.5741763473624
82,0.27,187.02,37,37,1.0,Toys,North America,0.0753,1.99,149.85,Feb-2024,24.804804804804817
75,0.19,725.21,49,247,0.2,Books,North America,0.0724,1.12,81.09,Aug-2024,794.3272906646936
86,0.11,117.8,37,128,0.29,Toys,North America,0.152,1.53,232.56,Jan-2024,-49.34640522875817
81,0.22,277.73,13,104,0.12,Clothing,North America,0.0768,0.67,51.46,May-2024,439.70073843762145
57,0.14,124.73,10,117,0.09,Home Appliances,Asia,0.0378,0.75,28.35,Nov-2024,339.96472663139326
74,0.01,889.13,40,183,0.22,Books,North America,0.1989,1.4,278.46,Aug-2024,219.30259283200462
56,0.05,301.78,41,114,0.36,Home Appliances,Asia,0.1491,0.77,114.81,Jan-2024,162.85166797317302
62,0.22,183.77,6,49,0.12,Home Appliances,Europe,0.1881,1.46,274.63,Oct-2024,-33.084513709354404
62,0.29,104.91,19,427,0.04,Toys,Asia,0.1253,1.08,135.32,Jan-2024,-22.47265740467041
76,0.04,1351.81,43,172,0.25,Home Appliances,North America,0.151,0.7,105.7,Aug-2024,1178.9120151371806
57,0.24,18.21,45,435,0.1,Home Appliances,Asia,0.055,1.73,95.15,Sep-2024,-80.8617971623752
70,0.05,370.67,27,66,0.41,Books,North America,0.1168,0.93,108.62,Jan-2024,241.2539127232554
60,0.21,783.0,14,485,0.03,Books,Europe,0.0851,1.12,95.31,Jan-2024,721.529745042493
80,0.28,160.99,9,131,0.07,Toys,North America,0.1531,0.35,53.58,May-2024,200.46659201194478
73,0.25,683.1,27,62,0.44,Electronics,Europe,0.0483,0.65,31.4,Jun-2024,2075.4777070063697
58,0.08,650.26,0,473,0.0,Home Appliances,Asia,0.1669,1.21,201.95,Dec-2023,221.99059173062642
84,0.14,174.51,49,235,0.21,Electronics,North America,0.0707,1.69,119.48,Feb-2024,46.05791764312018
60,0.09,516.22,28,339,0.08,Clothing,Asia,0.0358,1.73,61.93,May-2024,733.5540125948652
70,0.16,174.29,44,119,0.37,Books,North America,0.1188,1.44,171.07,Feb-2024,1.8822704156193366
59,0.03,44.12,44,142,0.31,Home Appliances,Asia,0.0853,1.78,151.83,Mar-2024,-70.94118421919252
80,0.22,376.89,34,330,0.1,Toys,North America,0.1168,1.83,213.74,Dec-2024,76.33105642369232
85,0.22,606.87,15,178,0.08,Toys,North America,0.0828,1.96,162.29,Sep-2024,273.94170928584634
77,0.1,1613.95,34,51,0.67,Home Appliances,North America,0.1312,1.22,160.06,Oct-2024,908.34062226665
84,0.2,334.76,11,70,0.16,Electronics,North America,0.1243,0.94,116.84,May-2024,186.51146867511125
84,0.0,162.51,31,416,0.07,Electronics,North America,0.1102,1.66,182.93,May-2024,-11.16273984584268
80,0.09,372.21,28,370,0.08,Clothing,North America,0.1639,0.49,80.31,Jun-2024,363.4665670526708
84,0.04,180.46,3,11,0.27,Electronics,North America,0.1901,0.44,83.64,Dec-2023,115.75801052128169
62,0.24,921.21,1,28,0.04,Clothing,Asia,0.1417,1.41,199.8,Jan-2024,361.0660660660661
67,0.2,504.89,4,362,0.01,Electronics,Asia,0.1343,0.87,116.84,Jun-2024,332.1208490243067
85,0.26,218.92,3,236,0.01,Toys,North America,0.1978,1.91,377.8,Jan-2024,-42.053996823716254
68,0.02,67.71,35,421,0.08,Toys,Europe,0.1859,1.7,316.03,Aug-2024,-78.57481884631207
80,0.17,89.0,24,429,0.06,Toys,North America,0.1739,0.99,172.16,Feb-2024,-48.303903345724905
80,0.3,244.82,43,22,1.95,Toys,North America,0.157,0.69,108.33,Jun-2024,125.99464598910737
76,0.18,210.48,41,56,0.73,Home Appliances,North America,0.1676,0.25,41.9,Feb-2024,402.3389021479713
64,0.0,706.71,3,421,0.01,Home Appliances,Europe,0.0551,1.75,96.43,Jan-2024,632.8735870579694
70,0.2,165.99,34,151,0.23,Books,North America,0.0601,1.24,74.52,Aug-2024,122.74557165861518
83,0.12,815.97,11,191,0.06,Toys,North America,0.1699,0.32,54.37,Oct-2024,1400.772484826191
62,0.26,23.32,25,149,0.17,Home Appliances,Europe,0.1174,1.82,213.67,Dec-2023,-89.08597369775822
63,0.14,152.77,41,239,0.17,Electronics,Asia,0.1914,0.59,112.93,Feb-2024,35.27849110068184
70,0.11,105.75,18,352,0.05,Books,North America,0.072,0.53,38.16,Jan-2024,177.122641509434
68,0.16,816.23,23,43,0.53,Toys,Europe,0.0561,0.84,47.12,Jun-2024,1632.2368421052633
72,0.22,127.79,41,136,0.3,Electronics,Europe,0.1495,1.28,191.36,Mar-2024,-33.22010869565217
87,0.24,565.08,48,499,0.1,Electronics,North America,0.1224,1.39,170.14,Feb-2024,232.1264840719408
62,0.21,52.28,41,181,0.23,Toys,Asia,0.051,0.58,29.58,Feb-2024,76.74104124408385
66,0.08,854.5,2,343,0.01,Electronics,Asia,0.1265,1.88,237.82,Mar-2024,259.3053569926836
60,0.12,1249.04,40,299,0.13,Books,Europe,0.0391,1.8,70.38,Dec-2023,1674.708724069338
63,0.2,248.38,3,174,0.02,Electronics,Asia,0.1907,1.65,314.66,Oct-2024,-21.064005593338848
75,0.21,149.03,37,163,0.23,Clothing,North America,0.1593,1.73,275.59,Dec-2023,-45.92329184658369
80,0.08,347.76,18,126,0.14,Clothing,North America,0.0983,0.68,66.84,Aug-2024,420.2872531418311
75,0.2,988.03,12,227,0.05,Home Appliances,North America,0.0447,1.12,50.06,Apr-2024,1873.691570115861
61,0.14,646.86,23,429,0.05,Books,Europe,0.0671,0.77,51.67,May-2024,1151.9063286239598
79,0.22,53.89,27,361,0.07,Toys,North America,0.0923,1.33,122.76,Mar-2024,-56.101335940045615
58,0.01,468.39,17,227,0.07,Books,Europe,0.1229,1.21,148.71,May-2024,214.9687310873512
82,0.19,343.9,32,287,0.11,Electronics,North America,0.1959,0.81,158.68,Oct-2024,116.72548525334004
67,0.2,1146.14,26,396,0.07,Electronics,Asia,0.1934,1.57,303.64,Apr-2024,277.46673692530635
71,0.01,1438.55,11,156,0.07,Books,North America,0.0507,1.12,56.78,Sep-2024,2433.55054596689
64,0.29,1185.42,7,133,0.05,Home Appliances,Europe,0.148,1.32,195.36,Feb-2024,506.78746928746926
73,0.23,261.8,44,117,0.38,Home Appliances,North America,0.1125,1.71,192.38,Mar-2024,36.08483210312923
71,0.24,975.75,11,490,0.02,Books,North America,0.1404,0.73,102.49,Jun-2024,852.0441018635966
64,0.29,235.75,12,292,0.04,Electronics,Asia,0.1154,1.93,222.72,Oct-2024,5.850395114942529
68,0.09,662.02,6,349,0.02,Toys,Europe,0.0287,1.23,35.3,Sep-2024,1775.4107648725214
57,0.29,80.77,15,39,0.38,Home Appliances,Asia,0.0784,0.72,56.45,Sep-2024,43.08237378210805
73,0.18,1535.56,33,257,0.13,Electronics,Europe,0.0376,1.56,58.66,Dec-2024,2517.729287419025
72,0.07,1046.14,36,60,0.6,Books,North America,0.1448,0.6,86.88,Nov-2024,1104.120626151013
82,0.2,524.98,5,499,0.01,Toys,North America,0.1258,1.37,172.35,May-2024,204.60110240789092
80,0.0,379.88,19,485,0.04,Toys,North America,0.1725,0.88,151.8,Oct-2024,150.25032938076416
68,0.01,30.99,29,160,0.18,Books,North America,0.1158,1.01,116.96,Jan-2024,-73.50376196990425
58,0.18,190.4,11,21,0.52,Home Appliances,Asia,0.059,0.45,26.55,Aug-2024,617.1374764595103
60,0.07,135.71,6,61,0.1,Toys,Asia,0.0976,1.47,143.47,Dec-2023,-5.408796264027316
73,0.26,302.63,35,67,0.52,Electronics,Europe,0.1685,1.08,181.98,Oct-2024,66.29849434003738
66,0.3,920.14,42,243,0.17,Clothing,Europe,0.0154,1.9,29.26,Feb-2024,3044.702665755297
77,0.3,114.67,48,68,0.71,Clothing,North America,0.1818,0.1,18.18,Jun-2024,530.7480748074809
62,0.21,235.53,47,467,0.1,Home Appliances,Europe,0.1211,1.45,175.6,Sep-2024,34.128701594533034
73,0.15,1455.81,12,373,0.03,Electronics,Europe,0.0256,0.48,12.29,Nov-2024,11745.484133441823
55,0.18,627.92,1,138,0.01,Books,Asia,0.1975,0.14,27.65,May-2024,2170.9584086799277
55,0.29,135.02,48,129,0.37,Home Appliances,Asia,0.1128,0.53,59.78,Sep-2024,125.86149213783875
64,0.05,145.18,19,73,0.26,Clothing,Europe,0.0576,1.44,82.94,Jul-2024,75.04219918013023
81,0.3,284.99,15,204,0.07,Electronics,North America,0.0831,1.66,137.95,May-2024,106.5893439652048
79,0.13,527.9,15,359,0.04,Toys,North America,0.1911,1.48,282.83,May-2024,86.64922391542623
71,0.22,618.13,45,317,0.14,Electronics,Europe,0.0577,0.33,19.04,Jan-2024,3146.481092436975
77,0.28,36.28,13,119,0.11,Toys,North America,0.1907,0.42,80.09,Dec-2023,-54.70096141840429
66,0.19,360.35,44,423,0.1,Electronics,Asia,0.1585,0.23,36.46,Oct-2024,888.3433900164565
54,0.23,233.64,3,342,0.01,Home Appliances,Asia,0.1971,1.62,319.3,Jul-2024,-26.827435014093336
69,0.05,1461.75,30,376,0.08,Toys,Europe,0.1919,1.23,236.04,Oct-2024,519.2806304016269
69,0.12,1658.52,13,440,0.03,Toys,Europe,0.0203,0.21,4.26,Apr-2024,38832.394366197186
71,0.13,883.3,42,108,0.39,Electronics,Europe,0.0288,0.59,16.99,Jul-2024,5098.940553266628
72,0.21,978.34,49,33,1.48,Electronics,Europe,0.1874,0.86,161.16,Sep-2024,507.0613055348722
69,0.17,1067.58,9,383,0.02,Toys,Europe,0.1431,1.15,164.56,Oct-2024,548.748176956733
67,0.1,348.75,47,494,0.1,Books,North America,0.1532,1.95,298.74,Oct-2024,16.740309299056033
71,0.05,1892.02,44,480,0.09,Books,North America,0.0392,0.69,27.05,Aug-2024,6894.52865064695
74,0.12,413.87,12,67,0.18,Clothing,North America,0.1756,1.08,189.65,Oct-2024,118.22831531769047
54,0.15,1206.46,43,351,0.12,Books,Asia,0.0613,0.65,39.84,Sep-2024,2928.2630522088352
77,0.18,478.69,11,433,0.03,Clothing,North America,0.0941,1.2,112.92,Jun-2024,323.91958908962096
65,0.17,1201.28,10,162,0.06,Clothing,Europe,0.1682,0.65,109.33,Aug-2024,998.7652062562884
66,0.16,1371.42,8,56,0.14,Electronics,Asia,0.0754,1.7,128.18,Oct-2024,969.9173037915431
54,0.27,258.09,4,199,0.02,Home Appliances,Asia,0.1551,0.17,26.37,Jul-2024,878.7258248009099
62,0.02,388.98,10,396,0.03,Electronics,Asia,0.1,1.59,159.0,May-2024,144.64150943396228
59,0.06,781.65,26,164,0.16,Books,Europe,0.1883,1.15,216.54,Feb-2024,260.97256857855365
69,0.25,316.92,15,166,0.09,Toys,Europe,0.0903,0.86,77.66,Aug-2024,308.0865310327067
53,0.18,672.35,41,109,0.38,Books,Asia,0.0892,0.37,33.0,Sep-2024,1937.4242424242425
53,0.27,90.36,16,267,0.06,Books,Asia,0.0201,0.31,6.23,Apr-2024,1350.4012841091492
61,0.04,362.11,28,156,0.18,Home Appliances,Europe,0.1913,1.17,223.82,Aug-2024,61.78625681351087
73,0.01,442.74,42,135,0.31,Home Appliances,North America,0.1891,0.75,141.82,Aug-2024,212.18445917360037
57,0.27,755.73,48,460,0.1,Home Appliances,Asia,0.0715,1.56,111.54,Jan-2024,577.5416890801506
66,0.08,1027.09,12,194,0.06,Clothing,Europe,0.154,0.67,103.18,Feb-2024,895.435161853072
65,0.27,918.33,6,396,0.02,Clothing,Europe,0.0506,1.98,100.19,Jun-2024,816.5884818844198
77,0.2,288.46,0,366,0.0,Toys,North America,0.1752,1.73,303.1,Jul-2024,-4.830089079511726
63,0.07,52.19,16,203,0.08,Electronics,Asia,0.0716,1.23,88.07,Dec-2023,-40.74032019984104
69,0.29,446.65,3,138,0.02,Electronics,Europe,0.0104,1.78,18.51,Nov-2024,2313.019989195029
72,0.22,526.48,13,390,0.03,Home Appliances,North America,0.0882,1.11,97.9,Jan-2024,437.77323799795715
63,0.27,484.72,25,380,0.07,Electronics,Asia,0.1648,0.48,79.1,Feb-2024,512.7939317319849
62,0.04,391.83,39,136,0.29,Electronics,Asia,0.197,1.14,224.58,Nov-2024,74.47234838364946
74,0.16,159.97,29,164,0.18,Clothing,North America,0.085,1.41,119.85,Nov-2024,33.47517730496455
73,0.27,76.37,39,446,0.09,Home Appliances,North America,0.0773,0.44,34.01,Jan-2024,124.55160246986183
75,0.15,297.43,37,13,2.85,Clothing,North America,0.0832,0.38,31.62,Aug-2024,840.6388361796331
70,0.26,322.57,10,384,0.03,Books,North America,0.1071,0.19,20.35,Dec-2023,1485.1105651105647
61,0.02,337.83,6,160,0.04,Home Appliances,Europe,0.0811,1.55,125.71,Dec-2023,168.7375705989977
64,0.12,282.35,40,253,0.16,Electronics,Asia,0.0957,0.9,86.13,Jan-2024,227.8184140253106
63,0.21,1103.38,24,272,0.09,Toys,Asia,0.0755,1.72,129.86,Jun-2024,749.6688741721855
65,0.07,1010.01,5,250,0.02,Clothing,Europe,0.1623,0.45,73.04,Jan-2024,1282.8176341730557
54,0.04,13.16,0,62,0.0,Home Appliances,Asia,0.0626,0.78,48.83,Sep-2024,-73.04935490477166
60,0.14,629.9,6,96,0.06,Clothing,Asia,0.1636,1.12,183.23,Nov-2024,243.77558260110243
56,0.04,1261.93,30,343,0.09,Home Appliances,Asia,0.1435,0.38,54.53,Nov-2024,2214.1940216394646
62,0.03,300.95,29,358,0.08,Home Appliances,Europe,0.0747,0.38,28.39,Jan-2024,960.0563578724904
72,0.14,782.36,0,165,0.0,Home Appliances,North America,0.0636,1.63,103.67,Sep-2024,654.6638371756535
61,0.09,105.65,13,287,0.05,Home Appliances,Europe,0.0581,0.39,22.66,May-2024,366.24007060900266
58,0.3,760.22,24,351,0.07,Clothing,Asia,0.1359,1.66,225.59,Dec-2023,236.99188793829515
75,0.23,478.35,16,335,0.05,Clothing,North America,0.0335,1.52,50.92,Sep-2024,839.4147682639435
57,0.14,837.92,14,40,0.35,Clothing,Asia,0.0671,0.42,28.18,May-2024,2873.456352022711
79,0.18,284.87,24,240,0.1,Toys,North America,0.0268,0.4,10.72,Jun-2024,2557.369402985074
74,0.16,795.4,2,440,0.0,Clothing,North America,0.1879,1.38,259.3,Aug-2024,206.74893945237173
84,0.0,397.92,35,453,0.08,Electronics,North America,0.1545,0.74,114.33,Apr-2024,248.04513251115193
61,0.18,1198.51,34,214,0.16,Home Appliances,Europe,0.0269,0.66,17.75,Sep-2024,6652.169014084507
53,0.27,962.26,41,266,0.15,Books,Asia,0.0988,0.94,92.87,Dec-2023,936.1365349413157
81,0.2,653.06,3,377,0.01,Electronics,North America,0.1026,0.77,79.0,Nov-2024,726.6582278481012
76,0.25,125.9,31,209,0.15,Toys,North America,0.0282,1.01,28.48,Feb-2024,342.064606741573
59,0.11,1485.84,49,331,0.15,Books,Europe,0.1348,0.24,32.35,Jun-2024,4493.013910355487
69,0.14,373.25,42,97,0.43,Electronics,Europe,0.0158,0.2,3.16,Sep-2024,11711.708860759492
64,0.05,1134.83,26,249,0.1,Electronics,Asia,0.0752,1.23,92.5,Dec-2023,1126.8432432432433
69,0.22,316.18,13,368,0.04,Home Appliances,North America,0.1756,1.65,289.74,Feb-2024,9.12542279284876
58,0.28,1009.82,38,208,0.18,Clothing,Asia,0.0651,0.76,49.48,Aug-2024,1940.864995957963
64,0.16,410.79,13,131,0.1,Clothing,Europe,0.1596,0.88,140.45,Nov-2024,192.48131007475976
64,0.07,1077.98,13,352,0.04,Electronics,Asia,0.0417,0.24,10.01,Mar-2024,10669.03096903097
67,0.12,293.29,42,54,0.78,Books,North America,0.0671,0.45,30.2,Feb-2024,871.1589403973511
69,0.13,935.53,30,429,0.07,Electronics,Europe,0.1818,0.77,139.99,Apr-2024,568.2834488177726
72,0.28,178.83,11,144,0.08,Clothing,North America,0.0135,2.0,27.0,Jul-2024,562.3333333333334
51,0.21,80.07,21,47,0.45,Books,Asia,0.0647,0.4,25.88,Mar-2024,209.38948995363216
54,0.13,252.35,4,304,0.01,Home Appliances,Asia,0.0915,0.93,85.1,May-2024,196.5334900117509
52,0.04,143.08,11,19,0.58,Books,Asia,0.0295,0.45,13.28,Nov-2024,977.409638554217
84,0.06,70.58,20,188,0.11,Electronics,North America,0.1225,1.19,145.77,Nov-2024,-51.581258146395015
71,0.26,528.42,35,291,0.12,Electronics,Europe,0.0795,0.26,20.67,Nov-2024,2456.4586357039184
77,0.11,519.94,29,168,0.17,Clothing,North America,0.0342,1.81,61.9,Aug-2024,739.9676898222941
62,0.17,90.65,1,163,0.01,Electronics,Asia,0.0606,1.6,96.96,Jan-2024,-6.507838283828371
51,0.29,312.04,24,238,0.1,Books,Asia,0.0622,1.93,120.05,Nov-2024,159.9250312369846
56,0.09,134.35,22,374,0.06,Clothing,Asia,0.0652,0.72,46.94,Aug-2024,186.21644652748188
84,0.12,835.37,29,436,0.07,Electronics,North America,0.1124,0.57,64.07,Jun-2024,1203.8395504916498
62,0.25,132.23,7,101,0.07,Electronics,Asia,0.0176,0.26,4.58,Jul-2024,2787.1179039301305
84,0.12,1748.56,8,494,0.02,Electronics,North America,0.0904,0.42,37.97,Apr-2024,4505.109296813273
59,0.27,334.72,28,68,0.41,Clothing,Asia,0.0627,0.11,6.9,Dec-2023,4751.014492753624
58,0.16,21.51,41,112,0.37,Home Appliances,Europe,0.1419,1.89,268.19,May-2024,-91.97956672508296
63,0.08,1124.23,27,118,0.23,Electronics,Asia,0.0612,0.93,56.92,May-2024,1875.1054111033027
53,0.15,73.41,22,392,0.06,Home Appliances,Asia,0.1388,0.53,73.56,Nov-2024,-0.20391517128875158
72,0.01,953.46,12,31,0.39,Home Appliances,North America,0.124,1.78,220.72,Aug-2024,331.97716563972455
55,0.2,726.38,43,478,0.09,Home Appliances,Asia,0.1976,0.38,75.09,Oct-2024,867.345851644693
64,0.1,364.67,9,399,0.02,Toys,Europe,0.0206,1.2,24.72,Oct-2024,1375.2022653721685
52,0.11,362.25,0,277,0.0,Books,Asia,0.1956,1.19,232.76,Jul-2024,55.63241106719368
76,0.2,67.48,7,298,0.02,Toys,North America,0.0281,1.89,53.11,Apr-2024,27.05705140274902
62,0.07,946.78,7,386,0.02,Toys,Asia,0.0757,0.74,56.02,Jan-2024,1590.0749732238487
58,0.05,409.07,40,139,0.29,Toys,Asia,0.1094,1.94,212.24,Jun-2024,92.73935167734639
79,0.05,384.23,12,327,0.04,Electronics,North America,0.0233,1.59,37.05,Mar-2024,937.0580296896087
60,0.16,947.12,44,81,0.54,Toys,Asia,0.035,1.46,51.1,Jul-2024,1753.4637964774952
53,0.26,139.56,46,495,0.09,Home Appliances,Asia,0.159,1.07,170.13,Sep-2024,-17.96861223770058
70,0.18,67.01,43,212,0.2,Home Appliances,North America,0.0274,0.62,16.99,Oct-2024,294.40847557386707
84,0.06,1861.69,18,321,0.06,Electronics,North America,0.1389,1.23,170.85,Mar-2024,989.6634474685397
62,0.15,499.77,39,33,1.18,Clothing,Europe,0.1722,1.37,235.91,Feb-2024,111.84773854436014
71,0.21,439.65,10,459,0.02,Electronics,Europe,0.112,0.37,41.44,May-2024,960.9314671814673
62,0.16,508.84,38,141,0.27,Electronics,Asia,0.1708,1.42,242.54,Jul-2024,109.79632225612268
69,0.14,374.77,19,344,0.06,Electronics,Europe,0.1611,1.37,220.71,Nov-2024,69.80200262788273
69,0.28,648.6,45,128,0.35,Electronics,Europe,0.1475,0.8,118.0,Jun-2024,449.66101694915255
81,0.05,752.61,4,389,0.01,Electronics,North America,0.1078,1.55,167.09,Oct-2024,350.42192830211263
70,0.11,1054.19,37,271,0.14,Books,North America,0.0976,0.11,10.74,Apr-2024,9715.549348230912
68,0.24,97.31,22,371,0.06,Toys,Europe,0.0761,0.62,47.18,Oct-2024,106.25264942772361
62,0.12,1267.87,34,439,0.08,Toys,Asia,0.0665,0.6,39.9,Mar-2024,3077.6190476190473
62,0.09,379.34,33,102,0.32,Electronics,Asia,0.0751,0.74,55.57,Aug-2024,582.6345150260931
72,0.09,374.71,6,229,0.03,Clothing,North America,0.0273,1.95,53.24,Jun-2024,603.8129226145754
62,0.0,576.08,22,293,0.08,Clothing,Europe,0.0175,1.99,34.83,May-2024,1553.9764570772325
57,0.27,570.03,16,107,0.15,Clothing,Asia,0.168,1.84,309.12,Apr-2024,84.40411490683229
58,0.1,414.3,30,97,0.31,Toys,Asia,0.0701,1.81,126.88,Aug-2024,226.52900378310216
57,0.07,568.12,2,401,0.0,Clothing,Asia,0.1931,0.99,191.17,Sep-2024,197.1805199560601
69,0.13,1260.92,30,20,1.5,Electronics,Europe,0.0207,0.78,16.15,Dec-2023,7707.554179566564
79,0.15,773.64,4,223,0.02,Toys,North America,0.1283,0.89,114.19,Apr-2024,577.5024082669236
79,0.29,286.53,3,230,0.01,Electronics,North America,0.1871,0.69,129.1,Aug-2024,121.94422927962817
68,0.18,702.13,2,290,0.01,Electronics,Europe,0.1112,1.22,135.66,Aug-2024,417.56597375792427
74,0.18,769.85,6,259,0.02,Clothing,North America,0.0532,0.76,40.43,Jun-2024,1804.1553302003465
70,0.08,47.12,6,28,0.21,Home Appliances,North America,0.0368,1.96,72.13,Dec-2023,-34.67350616941633
61,0.11,17.65,8,397,0.02,Clothing,Europe,0.0807,1.72,138.8,Dec-2023,-87.28386167146974
67,0.27,489.68,0,82,0.0,Toys,Europe,0.0469,1.22,57.22,Jun-2024,755.7846906675989
84,0.16,1214.51,17,222,0.08,Electronics,North America,0.0247,0.47,11.61,Jan-2024,10360.895779500432
65,0.16,391.0,7,97,0.07,Toys,Europe,0.1159,1.42,164.58,Feb-2024,137.5744318872281
69,0.25,111.8,34,368,0.09,Home Appliances,North America,0.1411,0.35,49.38,Apr-2024,126.40745240988254
54,0.17,1177.21,6,447,0.01,Books,Asia,0.1376,1.88,258.69,Apr-2024,355.06590900305383
77,0.29,156.2,32,422,0.08,Clothing,North America,0.1246,0.47,58.56,Mar-2024,166.7349726775956
54,0.27,637.7,36,208,0.17,Home Appliances,Asia,0.1735,1.04,180.44,Mar-2024,253.41387718909334
67,0.11,1088.48,27,52,0.52,Toys,Europe,0.1957,1.13,221.14,Jun-2024,392.21307768834225
56,0.23,149.23,25,237,0.11,Clothing,Asia,0.0716,0.55,39.38,Oct-2024,278.9487049263585
67,0.06,1214.29,26,415,0.06,Toys,Europe,0.1859,1.82,338.34,Aug-2024,258.89637642608034
74,0.17,124.77,27,434,0.06,Clothing,North America,0.0639,1.99,127.16,May-2024,-1.8795218622208245
61,0.16,116.12,9,216,0.04,Electronics,Asia,0.1039,1.35,140.27,Oct-2024,-17.216796178798035
54,0.2,287.92,39,129,0.3,Home Appliances,Asia,0.0228,1.15,26.22,Mar-2024,998.0930587337913
53,0.13,165.55,7,22,0.32,Home Appliances,Asia,0.0617,0.91,56.15,Nov-2024,194.83526268922532
73,0.0,303.16,23,321,0.07,Home Appliances,North America,0.1999,0.4,79.96,Sep-2024,279.13956978489256
60,0.2,81.84,34,233,0.15,Toys,Asia,0.0982,1.06,104.09,May-2024,-21.37573253914881
59,0.04,1865.09,41,365,0.11,Clothing,Asia,0.0958,1.87,179.15,May-2024,941.0773095171642
62,0.16,343.34,37,214,0.17,Electronics,Asia,0.0535,0.84,44.94,Apr-2024,663.9964396973743
69,0.29,938.26,23,309,0.07,Electronics,Europe,0.1837,0.69,126.75,Dec-2023,640.2445759368836
60,0.29,519.93,41,403,0.1,Home Appliances,Europe,0.0344,0.17,5.85,Feb-2024,8787.692307692307
77,0.01,548.02,7,214,0.03,Toys,North America,0.0447,0.92,41.12,Nov-2024,1232.7334630350197
80,0.04,290.88,2,409,0.0,Toys,North America,0.1049,1.59,166.79,Dec-2023,74.39894478086217
84,0.28,53.94,45,375,0.12,Electronics,North America,0.0263,1.08,28.4,Sep-2024,89.92957746478874
61,0.19,329.94,2,326,0.01,Electronics,Asia,0.075,0.19,14.25,Jun-2024,2215.3684210526317
61,0.18,386.12,10,246,0.04,Clothing,Europe,0.1396,1.3,181.48,Aug-2024,112.76173683050474
62,0.08,1253.22,29,122,0.24,Home Appliances,Europe,0.1313,0.71,93.22,Oct-2024,1244.3681613387685
53,0.04,239.75,12,426,0.03,Home Appliances,Asia,0.0721,0.68,49.03,Apr-2024,388.9863348970018
68,0.11,824.58,14,211,0.07,Electronics,Europe,0.1181,0.65,76.76,Oct-2024,974.2313705054717
